Transaction_ID,Customer_ID,Category,Units_Sold,Unit_Price,Date,Revenue,Cost,Profit
17472,1039,Electronics,4,110,2025-09-03,440,255.74501381281473,184.25498618718527
17473,3823,Groceries,5,955,2025-08-26,4775,2691.723808007522,2083.276191992478
17474,4772,Sports,8,1409,2025-08-06,11272,6442.691600829749,4829.308399170251
17475,1519,Groceries,5,437,2025-12-02,2185,1774.0422669194352,410.9577330805648
17476,2639,Sports,9,689,2025-11-27,6201,5242.237517208769,958.7624827912314
17477,4808,Clothing,7,720,2025-12-24,5040,2601.369189879623,2438.630810120377
17478,3593,Sports,2,1836,2025-01-26,3672,2054.219952052751,1617.780047947249
17479,3283,Clothing,9,849,2025-01-30,7641,3830.521226118113,3810.478773881887
17480,1462,Electronics,2,713,2025-08-22,1426,747.5374737480303,678.4625262519697
17481,2251,Clothing,6,364,2025-04-13,2184,1170.497871834306,1013.5021281656941
17482,4771,Clothing,8,1987,2025-12-09,15896,9821.779840712736,6074.220159287264
17483,2848,Groceries,2,1958,2025-05-04,3916,2291.5759082752265,1624.4240917247735
17484,1482,Furniture,6,1677,2025-10-11,10062,7695.723219717476,2366.2767802825238
17485,3477,Clothing,5,1276,2025-05-30,6380,5735.681665358806,644.3183346411943
17486,4093,Sports,7,249,2025-07-11,1743,1332.2808291496046,410.71917085039536
17487,1342,Electronics,5,754,2025-08-24,3770,1885.9039993605072,1884.0960006394928
17488,4111,Sports,3,1959,2025-06-24,5877,3243.923812391215,2633.076187608785
17489,2196,Electronics,6,947,2025-03-25,5682,3089.7298497836905,2592.2701502163095
17490,2462,Sports,7,1990,2025-04-12,13930,9291.822557751955,4638.177442248045
17491,2202,Clothing,1,685,2025-06-24,685,418.708750871524,266.291249128476
17492,2621,Furniture,8,165,2025-12-06,1320,1169.02963982027,150.97036017973005
17493,3180,Clothing,8,1755,2025-02-17,14040,7971.722003710663,6068.277996289337
17494,3398,Groceries,4,1039,2025-01-02,4156,3184.76314215321,971.2368578467899
17495,4596,Sports,8,1574,2025-10-06,12592,7118.1927882371165,5473.8072117628835
17496,4611,Furniture,3,1712,2025-12-07,5136,3682.2830144719373,1453.7169855280627
17497,3553,Sports,5,1945,2025-11-24,9725,4959.365575004031,4765.634424995969
17498,3131,Groceries,3,458,2025-02-12,1374,713.5708074836265,660.4291925163735
17499,1992,Groceries,2,614,2025-07-26,1228,629.5581643074413,598.4418356925587
17500,4535,Groceries,5,1466,2025-04-11,7330,4123.156486330857,3206.8435136691432
17501,3877,Clothing,8,219,2025-05-22,1752,878.8581127243804,873.1418872756196
17502,3908,Clothing,9,293,2025-01-28,2637,1837.8121715332875,799.1878284667125
17503,3390,Furniture,5,1869,2025-03-15,9345,6122.287308995562,3222.712691004438
17504,4351,Groceries,3,1134,2025-01-06,3402,1785.923394641018,1616.076605358982
17505,3913,Clothing,3,1132,2025-08-26,3396,1804.176779765014,1591.823220234986
17506,4334,Electronics,8,986,2025-09-12,7888,6387.974491720606,1500.0255082793938
17507,2189,Electronics,3,124,2025-01-20,372,189.6574752550865,182.3425247449135
17508,3340,Clothing,9,1578,2025-03-09,14202,12327.57595352936,1874.42404647064
17509,4580,Furniture,1,419,2025-01-31,419,271.6516575456842,147.3483424543158
17510,2603,Sports,1,1286,2025-06-27,1286,716.8976757801977,569.1023242198023
17511,4297,Groceries,5,175,2025-02-12,875,738.8093595995958,136.19064040040416
17512,2193,Clothing,4,1225,2025-12-11,4900,3144.710414987391,1755.2895850126092
17513,1597,Furniture,3,1650,2025-03-30,4950,3605.714040264383,1344.2859597356169
17514,1644,Sports,1,1793,2025-02-17,1793,1250.3871227239622,542.6128772760378
17515,1447,Furniture,7,165,2025-07-31,1155,853.7456324894197,301.2543675105803
17516,3737,Sports,1,649,2025-08-21,649,370.8983517002671,278.1016482997329
17517,4049,Electronics,6,1595,2025-04-27,9570,6301.331249429237,3268.668750570763
17518,3902,Sports,2,1553,2025-10-11,3106,1919.9770833090765,1186.0229166909235
17519,3549,Electronics,4,909,2025-05-01,3636,2947.3585479623057,688.6414520376943
17520,1763,Groceries,8,611,2025-07-20,4888,3975.000082581381,912.9999174186191
17521,4598,Clothing,3,1682,2025-09-06,5046,4529.766568806342,516.2334311936584
17522,1734,Electronics,9,813,2025-07-20,7317,6580.549600366952,736.4503996330477
17523,4450,Furniture,5,624,2025-02-08,3120,1680.7792807054009,1439.2207192945991
17524,4272,Sports,6,1671,2025-06-10,10026,6874.396530790121,3151.603469209879
17525,2642,Furniture,2,242,2025-08-16,484,386.8589505573401,97.14104944265989
17526,3297,Electronics,1,404,2025-08-18,404,310.434482783258,93.56551721674202
17527,4480,Furniture,5,107,2025-06-20,535,371.33113354800696,163.66886645199304
17528,1600,Sports,1,542,2025-09-14,542,292.5462919120135,249.4537080879865
17529,3172,Clothing,4,1277,2025-07-25,5108,3511.7807866047856,1596.2192133952144
17530,3160,Furniture,8,1577,2025-12-03,12616,11133.933966760522,1482.0660332394782
17531,1980,Groceries,2,1375,2025-03-29,2750,1856.8692692035331,893.1307307964669
17532,4208,Sports,6,1418,2025-08-29,8508,4350.820088429629,4157.179911570371
17533,2782,Sports,5,1357,2025-05-26,6785,4481.104579102272,2303.8954208977284
17534,4567,Groceries,1,169,2025-09-22,169,116.12931530896923,52.870684691030775
17535,4749,Electronics,8,1538,2025-09-06,12304,9789.81887032543,2514.181129674569
17536,3197,Groceries,5,257,2025-01-13,1285,759.7046326272041,525.2953673727959
17537,3922,Electronics,9,1809,2025-10-26,16281,11928.537511462333,4352.462488537667
17538,3390,Clothing,2,876,2025-04-08,1752,997.5540772792983,754.4459227207017
17539,1579,Electronics,6,1566,2025-02-12,9396,7013.1923349697945,2382.8076650302055
17540,4804,Clothing,7,821,2025-08-11,5747,4073.4040989696414,1673.5959010303586
17541,1782,Clothing,1,1696,2025-06-08,1696,1431.0616806014723,264.9383193985277
17542,3368,Groceries,4,1709,2025-01-25,6836,4682.019362748646,2153.980637251354
17543,3869,Clothing,2,730,2025-08-04,1460,896.7478527782324,563.2521472217676
17544,4997,Electronics,7,1186,2025-03-17,8302,5914.422367689285,2387.5776323107148
17545,4932,Furniture,3,621,2025-12-07,1863,1348.4213967356018,514.5786032643982
17546,1531,Sports,9,1391,2025-09-30,12519,6721.35108114838,5797.64891885162
17547,4360,Sports,8,1596,2025-06-05,12768,9296.4729673893,3471.5270326107
17548,2512,Electronics,7,581,2025-01-14,4067,3162.853240338631,904.1467596613688
17549,3539,Furniture,8,1291,2025-07-20,10328,8818.198089396008,1509.801910603992
17550,1611,Clothing,1,184,2025-03-09,184,107.71917055549363,76.28082944450637
17551,3299,Electronics,6,400,2025-03-10,2400,1638.0420888899093,761.9579111100907
17552,3005,Clothing,7,623,2025-01-13,4361,2282.3574202564696,2078.6425797435304
17553,2100,Groceries,7,1976,2025-03-26,13832,7824.072322709881,6007.927677290119
17554,2670,Furniture,9,1704,2025-09-27,15336,13343.71360897248,1992.2863910275191
17555,2415,Sports,7,1905,2025-05-26,13335,11673.101324878691,1661.8986751213088
17556,2435,Electronics,7,1771,2025-05-17,12397,6403.416042033182,5993.583957966818
17557,3220,Sports,6,693,2025-12-12,4158,2967.714581537794,1190.285418462206
17558,1874,Clothing,3,249,2025-08-22,747,414.59351550434593,332.40648449565407
17559,3248,Clothing,6,292,2025-10-27,1752,1369.7471130545707,382.2528869454293
17560,1216,Groceries,9,1215,2025-01-27,10935,8193.880238707221,2741.119761292779
17561,1375,Clothing,3,1322,2025-06-18,3966,2802.472736016835,1163.527263983165
17562,4791,Clothing,3,903,2025-02-25,2709,1917.6668407610182,791.3331592389818
17563,2609,Sports,7,1736,2025-12-16,12152,9070.119949615506,3081.880050384494
17564,1010,Sports,7,1930,2025-02-13,13510,9134.616074430252,4375.383925569748
17565,4870,Electronics,5,1877,2025-01-10,9385,7440.094061355128,1944.9059386448716
17566,4839,Electronics,8,1062,2025-03-11,8496,6668.440836778656,1827.5591632213436
17567,4083,Clothing,8,1570,2025-10-09,12560,7977.22498320865,4582.77501679135
17568,3939,Furniture,2,139,2025-08-04,278,219.1026886176132,58.89731138238679
17569,2613,Electronics,6,1865,2025-02-10,11190,7129.898401720649,4060.1015982793506
17570,3482,Clothing,5,643,2025-10-29,3215,2363.8895242686017,851.1104757313983
17571,4755,Sports,4,1094,2025-01-14,4376,2558.2704502597107,1817.7295497402893
17572,4679,Groceries,7,1136,2025-10-28,7952,4980.237705978342,2971.762294021658
17573,1817,Sports,4,352,2025-06-03,1408,827.0059108403441,580.9940891596559
17574,4444,Sports,5,374,2025-04-10,1870,1674.7674643647765,195.23253563522348
17575,2296,Groceries,8,832,2025-01-07,6656,4956.263419846499,1699.7365801535007
17576,3978,Sports,5,1803,2025-06-14,9015,6939.455445945101,2075.544554054899
17577,4968,Electronics,9,309,2025-08-16,2781,2099.8040787473356,681.1959212526644
17578,4996,Sports,2,944,2025-07-13,1888,965.5713509452789,922.4286490547211
17579,1690,Groceries,2,1717,2025-10-12,3434,2703.929286854352,730.0707131456479
17580,2599,Clothing,9,1245,2025-12-28,11205,9093.898796449856,2111.1012035501444
17581,2532,Clothing,2,675,2025-08-20,1350,858.9156774652356,491.0843225347644
17582,2155,Clothing,3,494,2025-04-29,1482,1088.7124857165704,393.2875142834296
17583,3902,Groceries,6,1264,2025-09-01,7584,3875.709775447552,3708.290224552448
17584,2947,Groceries,4,132,2025-07-02,528,308.8540290841245,219.14597091587552
17585,1783,Electronics,8,203,2025-09-22,1624,936.8253189172533,687.1746810827467
17586,3366,Groceries,8,483,2025-04-09,3864,2328.053890916776,1535.9461090832242
17587,3891,Clothing,2,466,2025-04-03,932,608.3818265522217,323.6181734477783
17588,2972,Groceries,2,1973,2025-05-26,3946,2317.690981056018,1628.3090189439822
17589,2876,Furniture,3,1770,2025-06-07,5310,3140.6666628100616,2169.3333371899384
17590,3668,Sports,2,1312,2025-03-18,2624,2315.700866204293,308.2991337957069
17591,1784,Electronics,5,1903,2025-10-08,9515,5721.008250372803,3793.9917496271974
17592,4239,Clothing,1,151,2025-06-03,151,109.73847528774404,41.26152471225596
17593,1396,Clothing,7,1929,2025-07-31,13503,10220.250357864203,3282.7496421357973
17594,4251,Furniture,8,211,2025-08-05,1688,1053.5689785400095,634.4310214599905
17595,2081,Electronics,4,1711,2025-05-18,6844,3609.3577842245304,3234.6422157754696
17596,2503,Sports,7,1875,2025-04-27,13125,9049.036430091308,4075.963569908692
17597,3033,Electronics,9,691,2025-03-18,6219,5570.05923710949,648.9407628905101
17598,2614,Electronics,7,348,2025-06-09,2436,1496.1716837407323,939.8283162592677
17599,1459,Clothing,2,377,2025-12-21,754,378.34380853607405,375.65619146392595
17600,3108,Groceries,2,1506,2025-02-23,3012,2465.96438535991,546.03561464009
17601,3416,Sports,6,582,2025-10-08,3492,2097.180307167057,1394.819692832943
17602,4192,Electronics,8,1725,2025-06-06,13800,11595.196760505065,2204.803239494935
17603,3766,Furniture,3,597,2025-06-12,1791,1078.5265619526665,712.4734380473335
17604,1545,Clothing,1,940,2025-02-21,940,797.6886747339323,142.31132526606768
17605,4653,Groceries,1,1842,2025-04-26,1842,1594.3795884986403,247.62041150135974
17606,4088,Groceries,2,1581,2025-05-04,3162,2315.527846754424,846.472153245576
17607,3543,Clothing,6,475,2025-08-01,2850,2375.6196739742136,474.3803260257864
17608,1496,Electronics,2,1432,2025-06-25,2864,2425.189080413441,438.81091958655907
17609,1504,Clothing,6,1217,2025-09-20,7302,4671.922053986475,2630.0779460135254
17610,4603,Groceries,1,1634,2025-07-18,1634,1247.3893245240704,386.6106754759296
17611,4016,Groceries,9,1591,2025-03-26,14319,10622.443787283602,3696.5562127163976
17612,4386,Furniture,7,173,2025-02-22,1211,813.0705236537078,397.9294763462922
17613,2092,Furniture,1,786,2025-12-03,786,630.9305906454999,155.06940935450007
17614,4798,Groceries,9,830,2025-08-27,7470,5144.257081888754,2325.7429181112457
17615,3208,Furniture,9,222,2025-03-09,1998,1212.5792023255428,785.4207976744572
17616,2637,Furniture,6,570,2025-06-22,3420,2089.4087939859032,1330.5912060140968
17617,4959,Furniture,2,788,2025-04-23,1576,788.3727548619701,787.6272451380299
17618,1717,Groceries,2,1741,2025-10-16,3482,1845.9737371785734,1636.0262628214266
17619,4216,Electronics,8,1777,2025-07-04,14216,7911.048075194291,6304.951924805709
17620,2592,Electronics,9,1491,2025-10-01,13419,10514.067968741565,2904.932031258435
17621,4666,Sports,4,209,2025-05-24,836,457.1037880779212,378.8962119220788
17622,4040,Furniture,2,1192,2025-04-05,2384,1401.529720206905,982.470279793095
17623,2408,Electronics,5,1010,2025-02-17,5050,3486.1394430636465,1563.8605569363535
17624,1268,Sports,7,920,2025-10-24,6440,4083.376422838286,2356.623577161714
17625,2946,Clothing,4,138,2025-03-22,552,448.6116922707082,103.3883077292918
17626,2477,Furniture,9,741,2025-11-15,6669,3605.157144128907,3063.842855871093
17627,3746,Electronics,4,1403,2025-06-06,5612,5009.822177743294,602.1778222567063
17628,2541,Electronics,8,499,2025-08-21,3992,3313.553809677916,678.446190322084
17629,1864,Electronics,3,181,2025-09-30,543,379.61930709913275,163.38069290086725
17630,3397,Sports,6,1610,2025-01-26,9660,5320.227319449577,4339.772680550423
17631,1109,Clothing,6,1665,2025-03-20,9990,5380.102499300445,4609.897500699555
17632,4554,Furniture,3,112,2025-06-08,336,189.35439522264107,146.64560477735893
17633,3454,Electronics,2,1881,2025-02-18,3762,2151.6943522370602,1610.3056477629398
17634,1649,Groceries,6,157,2025-06-26,942,755.2240533584501,186.77594664154992
17635,3098,Furniture,7,1910,2025-07-11,13370,11885.62704222362,1484.3729577763806
17636,4474,Groceries,7,1769,2025-06-22,12383,9934.787603548244,2448.212396451756
17637,4634,Sports,1,1736,2025-06-17,1736,1401.4611471836504,334.5388528163496
17638,2499,Electronics,6,1669,2025-05-05,10014,8799.64715057274,1214.3528494272596
17639,2110,Furniture,9,1460,2025-09-15,13140,7085.142525565639,6054.857474434361
17640,4139,Furniture,9,1457,2025-06-30,13113,7077.362622748042,6035.637377251958
17641,1595,Electronics,2,370,2025-07-26,740,635.1914258370075,104.8085741629925
17642,1978,Clothing,4,1055,2025-02-24,4220,3040.6894458350134,1179.3105541649866
17643,4113,Sports,6,1967,2025-06-01,11802,7072.288749502815,4729.711250497185
17644,1730,Electronics,4,356,2025-06-05,1424,825.9572467634608,598.0427532365392
17645,1056,Furniture,9,809,2025-09-19,7281,5408.252931864247,1872.7470681357527
17646,3785,Clothing,2,330,2025-09-04,660,498.10490473821545,161.89509526178455
17647,3243,Furniture,6,257,2025-04-29,1542,1238.9566833396245,303.04331666037547
17648,2783,Groceries,1,858,2025-07-13,858,650.7603510348248,207.2396489651752
17649,2701,Furniture,9,566,2025-09-23,5094,4015.692981480267,1078.307018519733
17650,4133,Sports,1,789,2025-09-10,789,619.8522429893849,169.14775701061512
17651,2286,Electronics,8,1265,2025-01-03,10120,5268.762150614222,4851.237849385778
17652,1111,Furniture,9,1719,2025-09-05,15471,12137.728424029949,3333.2715759700513
17653,3812,Groceries,1,1661,2025-05-19,1661,936.4629476671649,724.5370523328351
17654,1710,Groceries,1,1887,2025-04-21,1887,1321.455488097529,565.544511902471
17655,2201,Electronics,7,968,2025-06-02,6776,4071.310900450001,2704.689099549999
17656,1947,Groceries,5,671,2025-11-18,3355,2590.8462018160635,764.1537981839365
17657,1025,Electronics,3,215,2025-05-17,645,400.27814661987645,244.72185338012355
17658,3457,Sports,9,950,2025-07-08,8550,7395.573175898684,1154.426824101316
17659,1757,Electronics,2,1134,2025-07-30,2268,1177.438936240469,1090.561063759531
17660,3578,Clothing,6,691,2025-08-29,4146,2856.175387889369,1289.8246121106308
17661,2800,Groceries,4,52,2025-07-06,208,139.56660163079832,68.43339836920168
17662,4388,Groceries,5,696,2025-04-04,3480,2006.2833576171681,1473.7166423828319
17663,2555,Furniture,2,395,2025-05-09,790,417.10492382312236,372.89507617687764
17664,4177,Clothing,1,1533,2025-05-09,1533,904.8985893008962,628.1014106991038
17665,3796,Furniture,9,483,2025-01-11,4347,2398.9010355959817,1948.0989644040183
17666,2841,Electronics,3,1005,2025-07-27,3015,1731.8532746075905,1283.1467253924095
17667,4535,Sports,6,1010,2025-01-29,6060,5111.818545919009,948.181454080991
17668,3293,Groceries,9,754,2025-04-13,6786,5359.812396832927,1426.1876031670727
17669,2104,Sports,1,402,2025-08-27,402,223.79695366568484,178.20304633431516
17670,1661,Electronics,5,111,2025-01-07,555,477.61996277375687,77.38003722624313
17671,1908,Electronics,4,1383,2025-06-15,5532,4729.299666242699,802.7003337573015
17672,3443,Clothing,3,1318,2025-01-04,3954,2375.3623045206455,1578.6376954793545
17673,1521,Furniture,2,1048,2025-08-16,2096,1088.1520542014225,1007.8479457985775
17674,2856,Groceries,3,557,2025-09-23,1671,1298.9878927151992,372.0121072848008
17675,2759,Groceries,1,102,2025-02-23,102,74.77566170875997,27.22433829124003
17676,3973,Sports,1,1594,2025-09-09,1594,1036.1794278885225,557.8205721114775
17677,3311,Clothing,8,1714,2025-09-05,13712,7119.5169497924335,6592.4830502075665
17678,4732,Electronics,5,448,2025-09-23,2240,1236.4908057969783,1003.5091942030217
17679,1789,Clothing,2,1930,2025-08-24,3860,2858.204641642824,1001.7953583571762
17680,2297,Groceries,3,1181,2025-04-26,3543,2723.1682660246934,819.8317339753066
17681,2729,Furniture,2,853,2025-02-10,1706,993.8606038383269,712.1393961616731
17682,1171,Sports,2,443,2025-09-20,886,601.6338485237724,284.3661514762276
17683,1264,Electronics,4,1448,2025-07-03,5792,4922.824920419698,869.1750795803018
17684,2986,Electronics,4,1635,2025-01-20,6540,3898.6338257732473,2641.3661742267527
17685,4893,Electronics,7,1488,2025-09-19,10416,8855.463451667916,1560.5365483320838
17686,2049,Furniture,2,548,2025-12-08,1096,674.4865888340585,421.51341116594153
17687,2492,Groceries,9,773,2025-09-11,6957,5867.066680630087,1089.933319369913
17688,2885,Groceries,7,118,2025-01-16,826,603.9488536511446,222.05114634885535
17689,1475,Clothing,4,525,2025-09-29,2100,1682.992687457134,417.007312542866
17690,3403,Clothing,7,147,2025-04-08,1029,654.6331091123841,374.3668908876159
17691,2049,Groceries,1,1688,2025-01-03,1688,937.9066494080972,750.0933505919028
17692,1033,Electronics,7,1943,2025-12-08,13601,7609.631484892663,5991.368515107337
17693,3311,Furniture,6,65,2025-10-11,390,220.68226300612088,169.31773699387912
17694,2161,Groceries,9,1152,2025-04-12,10368,6018.57927248284,4349.42072751716
17695,1815,Furniture,8,1818,2025-02-27,14544,12406.562887771046,2137.437112228954
17696,4766,Sports,2,1816,2025-07-08,3632,2527.1620302430947,1104.8379697569053
17697,3922,Electronics,3,1371,2025-04-16,4113,2419.6438116522704,1693.3561883477296
17698,1753,Sports,3,459,2025-06-17,1377,1034.197858890705,342.802141109295
17699,1565,Groceries,6,1743,2025-03-26,10458,5578.296071779976,4879.703928220024
17700,1461,Clothing,2,1331,2025-02-02,2662,1526.7837413319005,1135.2162586680995
17701,4239,Groceries,2,1284,2025-08-08,2568,1852.7384839644185,715.2615160355815
17702,2654,Sports,4,233,2025-10-11,932,646.663033813532,285.336966186468
17703,3702,Furniture,1,1993,2025-10-03,1993,1173.8568640947585,819.1431359052415
17704,1080,Groceries,1,244,2025-08-11,244,126.59860273348048,117.40139726651952
17705,3804,Clothing,1,89,2025-06-29,89,65.92666013672697,23.073339863273034
17706,2937,Sports,5,752,2025-12-03,3760,3211.8745812848906,548.1254187151094
17707,4935,Groceries,9,502,2025-03-19,4518,3648.3942983682587,869.6057016317413
17708,1869,Sports,4,1388,2025-06-13,5552,3223.042760439004,2328.957239560996
17709,2430,Sports,8,1041,2025-08-13,8328,6487.33907911184,1840.66092088816
17710,4645,Electronics,7,110,2025-10-04,770,456.2923916836455,313.7076083163545
17711,2069,Furniture,6,1765,2025-02-06,10590,8534.222838879534,2055.777161120466
17712,1598,Electronics,9,528,2025-12-28,4752,3812.1443458274202,939.8556541725798
17713,2634,Sports,1,1917,2025-10-01,1917,1127.972823593731,789.0271764062691
17714,1806,Clothing,7,1820,2025-01-18,12740,6470.731290775161,6269.268709224839
17715,2934,Clothing,9,85,2025-07-16,765,542.4899897976546,222.51001020234537
17716,2076,Electronics,2,1301,2025-03-17,2602,1957.8737194752064,644.1262805247936
17717,4031,Clothing,4,592,2025-09-06,2368,1443.0982197800365,924.9017802199635
17718,1703,Sports,5,1810,2025-04-22,9050,6038.821851110932,3011.1781488890683
17719,3523,Groceries,5,1196,2025-11-08,5980,4087.5645030835353,1892.4354969164647
17720,3639,Sports,7,312,2025-01-02,2184,1728.281338736079,455.7186612639209
17721,3063,Groceries,8,172,2025-10-04,1376,795.2469227849157,580.7530772150843
17722,4431,Clothing,9,267,2025-09-29,2403,1290.1685625869527,1112.8314374130473
17723,1486,Furniture,5,1419,2025-06-13,7095,4313.357395274933,2781.642604725067
17724,4909,Furniture,2,325,2025-04-09,650,454.4482940264734,195.55170597352662
17725,1705,Sports,2,1171,2025-03-25,2342,1301.0897876929293,1040.9102123070707
17726,2525,Sports,5,978,2025-10-17,4890,2892.460313229327,1997.5396867706731
17727,2164,Clothing,5,1540,2025-04-08,7700,5376.847237415662,2323.1527625843382
17728,1619,Furniture,5,962,2025-01-20,4810,3793.0912357356297,1016.9087642643703
17729,4886,Furniture,6,1558,2025-03-17,9348,4774.061951772784,4573.938048227216
17730,4066,Sports,8,55,2025-08-25,440,320.45843017818396,119.54156982181604
17731,1776,Furniture,5,172,2025-05-31,860,562.0801618809294,297.9198381190706
17732,1446,Sports,3,1159,2025-10-16,3477,2520.5108938383564,956.4891061616436
17733,3337,Electronics,9,1815,2025-05-15,16335,12352.617267878406,3982.382732121594
17734,1208,Furniture,4,1576,2025-02-20,6304,3245.268063353803,3058.731936646197
17735,2498,Groceries,8,1154,2025-06-22,9232,6604.226014827878,2627.7739851721217
17736,3460,Clothing,9,965,2025-02-17,8685,7626.133453835441,1058.8665461645587
17737,3724,Sports,7,411,2025-04-24,2877,1924.870976917682,952.1290230823181
17738,2450,Furniture,3,1499,2025-03-20,4497,3890.329869471874,606.6701305281258
17739,2877,Furniture,6,752,2025-11-27,4512,4009.2851439784135,502.71485602158646
17740,4442,Sports,7,1840,2025-09-12,12880,9631.729231010986,3248.270768989014
17741,4903,Groceries,7,90,2025-11-21,630,445.3338145341854,184.66618546581458
17742,3711,Furniture,8,1803,2025-07-11,14424,11671.65124454698,2752.34875545302
17743,3337,Electronics,5,1421,2025-09-05,7105,5795.61055236714,1309.3894476328596
17744,4503,Clothing,5,163,2025-09-27,815,610.795749865396,204.20425013460397
17745,2291,Sports,2,1950,2025-08-23,3900,1950.6432441171944,1949.3567558828056
17746,3198,Furniture,2,249,2025-12-26,498,379.040078937589,118.95992106241101
17747,2742,Clothing,4,1208,2025-02-13,4832,4118.8708186397835,713.1291813602165
17748,2278,Sports,7,248,2025-08-12,1736,915.1651949313166,820.8348050686834
17749,4424,Sports,8,206,2025-01-21,1648,1020.9819624688007,627.0180375311993
17750,2400,Sports,3,1396,2025-08-05,4188,3529.599361069112,658.4006389308879
17751,2676,Groceries,1,1985,2025-07-11,1985,1488.8867065465922,496.1132934534078
17752,1854,Electronics,4,1584,2025-02-25,6336,3457.3234590603115,2878.6765409396885
17753,2381,Sports,6,1918,2025-01-11,11508,8500.711400194601,3007.288599805399
17754,3655,Groceries,6,1379,2025-12-23,8274,6182.595661466615,2091.4043385333853
17755,3417,Sports,9,899,2025-02-26,8091,4400.187933145502,3690.812066854498
17756,4298,Sports,7,93,2025-08-11,651,370.25772686270284,280.74227313729716
17757,1704,Groceries,9,1790,2025-04-15,16110,11814.057701782262,4295.942298217738
17758,4374,Electronics,5,1872,2025-08-02,9360,6226.069847000896,3133.9301529991044
17759,1825,Clothing,5,372,2025-03-22,1860,1101.8728798747438,758.1271201252562
17760,2004,Furniture,5,271,2025-04-19,1355,1017.3869622045175,337.61303779548246
17761,4460,Sports,5,308,2025-12-09,1540,837.8986067827494,702.1013932172506
17762,1376,Electronics,4,651,2025-02-07,2604,1419.905315868711,1184.094684131289
17763,1972,Furniture,6,1523,2025-04-30,9138,4606.967934608578,4531.032065391422
17764,1117,Sports,1,664,2025-06-05,664,505.7087083361929,158.2912916638071
17765,4076,Furniture,2,1043,2025-01-07,2086,1820.0472628001096,265.9527371998904
17766,1443,Groceries,9,1431,2025-05-10,12879,6545.508445918028,6333.491554081972
17767,4423,Electronics,6,766,2025-02-13,4596,3036.6199013875776,1559.3800986124224
17768,1754,Electronics,6,892,2025-07-13,5352,3051.3337265314763,2300.6662734685237
17769,4604,Clothing,4,918,2025-05-30,3672,2785.188365404858,886.8116345951421
17770,4735,Clothing,5,1336,2025-09-05,6680,4535.543988161815,2144.456011838185
17771,1639,Furniture,9,76,2025-04-08,684,503.36373464960695,180.63626535039305
17772,3171,Groceries,2,1080,2025-02-06,2160,1805.9353583321904,354.0646416678096
17773,3705,Furniture,3,1337,2025-11-09,4011,2918.2559862554554,1092.7440137445446
17774,2300,Sports,8,405,2025-05-19,3240,2314.4976040090837,925.5023959909163
17775,3869,Electronics,9,603,2025-03-02,5427,3025.2186756567453,2401.7813243432547
17776,4465,Furniture,5,1294,2025-05-22,6470,4431.034785287112,2038.9652147128882
17777,3711,Furniture,3,1926,2025-03-13,5778,4339.77806133357,1438.22193866643
17778,3407,Electronics,1,1227,2025-03-22,1227,960.2334777537088,266.7665222462912
17779,1622,Electronics,2,622,2025-03-18,1244,662.7829001371094,581.2170998628906
17780,2492,Clothing,4,325,2025-08-20,1300,1006.1489218946583,293.8510781053417
17781,3008,Clothing,4,270,2025-09-20,1080,624.5911149701822,455.40888502981784
17782,2651,Electronics,5,1664,2025-03-20,8320,6359.98493173507,1960.01506826493
17783,2723,Furniture,9,1160,2025-04-20,10440,6387.8130416659,4052.1869583341004
17784,4128,Sports,2,1664,2025-09-28,3328,2450.519065991672,877.480934008328
17785,4322,Furniture,2,100,2025-08-23,200,112.42163044073341,87.57836955926659
17786,2919,Sports,5,891,2025-08-16,4455,3938.6354151428786,516.3645848571214
17787,1918,Electronics,2,1971,2025-07-25,3942,3075.8907916541675,866.1092083458325
17788,2173,Sports,5,289,2025-04-04,1445,869.6648944319621,575.3351055680379
17789,3499,Clothing,5,1445,2025-07-09,7225,6015.875888773629,1209.1241112263706
17790,2185,Electronics,7,177,2025-07-05,1239,1093.7771568027736,145.22284319722644
17791,1119,Groceries,4,847,2025-04-28,3388,2429.82250149716,958.1774985028401
17792,1581,Sports,2,278,2025-02-16,556,355.606604955211,200.39339504478897
17793,2947,Sports,8,1420,2025-10-19,11360,6539.125045193754,4820.874954806246
17794,4422,Groceries,1,1986,2025-05-07,1986,1483.7909405025352,502.20905949746475
17795,3146,Groceries,1,244,2025-03-19,244,146.35621833173056,97.64378166826944
17796,2190,Electronics,7,150,2025-01-04,1050,897.4620991200065,152.53790087999346
17797,4881,Furniture,4,1378,2025-11-25,5512,3356.547297947334,2155.452702052666
17798,2686,Groceries,3,1077,2025-12-19,3231,1752.685499252582,1478.314500747418
17799,4909,Sports,1,846,2025-02-27,846,757.6144538831377,88.38554611686232
17800,2999,Groceries,8,761,2025-09-04,6088,3989.0556491435937,2098.9443508564063
17801,3561,Electronics,8,211,2025-07-07,1688,1286.997347807332,401.00265219266794
17802,3711,Electronics,4,1313,2025-07-19,5252,3184.079704092271,2067.920295907729
17803,1400,Sports,2,442,2025-03-20,884,530.4383583536345,353.5616416463655
17804,3412,Sports,4,1259,2025-08-18,5036,3384.883001089335,1651.1169989106652
17805,4648,Sports,7,1154,2025-11-17,8078,6778.194810360469,1299.805189639531
17806,2349,Furniture,4,1659,2025-06-04,6636,4813.887323986959,1822.112676013041
